detection_type,mass,radius,orbital_period,semi_major_axis,eccentricity,inclination,discovered,omega,star_distance,star_mass,star_radius,star_age,star_teff
Primary Transit,,0.34919,1.735129952,0.0286,0.0,89.57,2017,,392.739,1.08,1.0804,2.5,5940.0
Primary Transit,,0.1059,4.068429947,0.0504,0.0,86.61,2023,,392.739,1.08,1.0804,2.5,5940.0
Primary Transit,,0.16469,13.26080036,0.1065,0.0,89.51,2017,,855.82,0.96,0.98,0.4,5477.0
Primary Transit,,0.25944,22.79019928,0.1528,0.0,89.94,2017,,855.82,0.96,0.98,0.4,5477.0
Primary Transit,,0.09162,15.61120033,0.1169,0.0,89.03,2017,,532.955,0.93,1.1425,13.6,5373.47
Primary Transit,,0.39495,26.65660095,0.1943,0.0,88.72,2017,,1031.91,1.373,3.14,,4939.47
Primary Transit,,0.05549,4.612319946,0.053,0.0,89.95,2017,,241.991,0.921,1.1147,12.9,5337.39
Primary Transit,,0.4119,73.75779724,0.3259,0.0,89.74,2017,,595.331,0.75,0.798,,4693.0
Primary Transit,,0.20466,32.37609863,0.1726,0.0,88.18,2017,,440.561,0.71,0.765,14.0,4519.0
Primary Transit,,0.25096,92.72949982,0.3608,0.0,89.19,2017,,440.561,0.71,0.765,14.0,4519.0
Primary Transit,,0.21795,26.75749969,0.1815,0.0,89.29,2017,,1502.34,1.12,1.06582,,6031.0
Primary Transit,,0.061933,3.03263998,0.0405,0.0,88.93,2017,,340.965,0.985,0.9914,4.7,5581.44
Primary Transit,,0.31698,8.739450455,0.0713,0.0,82.59,2017,,701.255,0.68,0.7143,,4376.0
Primary Transit,,0.277,23.637604,0.158,,,2014,,528.99,,0.97,,5644.0
Primary Transit,,0.29,67.093408,0.316,,,2014,,528.99,,0.97,,5644.0
Primary Transit,0.02643,0.198,9.28716,0.085,0.12,89.94,2011,59.1,219.95,0.94,0.86,1.9,5544.0
Primary Transit,,0.2962,6.383150101,0.0562,0.0,89.61,2017,,320.588,0.632,0.656,13.9,3886.0
Primary Transit,,0.196,20.6182003,0.1228,0.0,89.82,2023,,320.588,0.632,0.656,13.9,3886.0
Primary Transit,,0.1062,1.090039968,0.0197,0.0,83.71,2017,,776.55,0.79,0.759,4.0,4838.0
Primary Transit,,0.364,14.09449959,0.1084,0.0,88.45,2017,,776.55,0.79,0.759,4.0,4838.0
Primary Transit,23.0,0.25,19.00547,0.1357,0.36,84.22,2023,-154.0,1369.87,0.91,1.2,8.0,5900.0
Primary Transit,,0.19,8.594805,0.08,,,2014,,678.93,,0.94,,5678.0
Primary Transit,,0.142,10.222157,0.09,,,2014,,678.93,,0.94,,5678.0
Primary Transit,,0.219,25.672083,0.175,,,2014,,648.18,1.17,1.23,,6065.0
Primary Transit,,0.254,151.884058,0.573,,,2014,,648.18,1.17,1.23,,6065.0
Primary Transit,,0.145,4.069427,0.045,,,2014,,287.48,,0.67,,4668.0
Primary Transit,,0.165,16.282493,0.113,,,2014,,287.48,,0.67,,4668.0
Primary Transit,,0.229,3.162697,0.043,,,2014,,717.73,0.98,1.11,,5821.0
Primary Transit,,0.22,5.370647,0.061,,,2014,,717.73,0.98,1.11,,5821.0
Primary Transit,,0.128,11.32972,0.1,,,2014,,717.73,0.98,1.11,,5821.0
Primary Transit,,0.226,14.400974,0.117,,,2014,,700.59,0.96,1.24,,5812.0
Primary Transit,,0.16,25.660593,0.173,,,2014,,700.59,0.96,1.24,,5812.0
Primary Transit,,0.135,2.75564,0.032,,,2014,,160.46,,0.55,,4321.0
Primary Transit,,0.146,20.306546,0.122,,,2014,,160.46,,0.55,,4321.0
Primary Transit,,0.107,7.781987,0.078,,,2014,,604.81,0.94,1.19,,5764.0
Primary Transit,,0.158,13.137471,0.111,,,2014,,604.81,0.94,1.19,,5764.0
Primary Transit,,0.106,23.44281,0.163,,,2014,,604.81,0.94,1.19,,5764.0
Primary Transit,,0.14,1.611865,0.029,,,2014,,898.2,,1.59,,5920.0
Primary Transit,,0.134,3.071571,0.044,,,2014,,898.2,,1.59,,5920.0
Primary Transit,,0.295,5.868075,0.068,,,2014,,898.2,,1.59,,5920.0
Primary Transit,,0.145,4.22864,0.054,,,2014,,793.01,1.03,1.31,,6092.0
Primary Transit,,0.124,7.466623,0.079,,,2014,,793.01,1.03,1.31,,6092.0
Primary Transit,,0.107,11.131786,0.103,,,2014,,793.01,1.03,1.31,,6092.0
Primary Transit,,0.132,16.259458,0.132,,,2014,,793.01,1.03,1.31,,6092.0
Primary Transit,,0.202,16.087845,0.122,,,2014,,586.68,,0.94,,5513.0
Primary Transit,,0.277,41.749882,0.231,,,2014,,586.68,,0.94,,5513.0
Primary Transit,0.029963,0.17905,3.6961049,0.045862,0.03,87.36,2011,,282.563,0.929,0.9164,5.6,5495.0
Primary Transit,0.0349,0.2569,10.8540774,0.094,0.16,89.815,2011,,282.563,0.929,0.9164,5.6,5495.0
Primary Transit,0.040733,0.22232,77.611455,0.349,0.0,89.708,2011,,282.563,0.929,0.9164,5.6,5495.0
Primary Transit,0.0097,0.06994,6.0984882,0.064,,87.63,2011,,282.563,0.929,0.9164,5.6,5495.0
Primary Transit,0.045,0.08404,19.578328,0.13936,0.0,88.788,2011,,282.563,0.929,0.9164,5.6,5495.0
Primary Transit,,0.262,2.453234,0.032,0.44,77.86,2014,,234.33,0.63,0.65,,4559.0
Primary Transit,,0.323,7.972513,0.07,0.5,85.73,2014,,234.33,0.63,0.65,,4559.0
Primary Transit,,0.112,4.138575,0.048,,,2014,,312.14,0.97,0.82,,5123.0
Primary Transit,,0.115,6.04045,0.062,,,2014,,312.14,0.97,0.82,,5123.0
Primary Transit,,0.097,16.257582,0.133,,,2014,,701.04,1.16,1.46,,5852.0
Primary Transit,,0.244,31.805174,0.207,,,2014,,701.04,1.16,1.46,,5852.0
Primary Transit,,0.145,2.46236,0.036,,,2014,,646.74,0.94,1.2,,5696.0
Primary Transit,,0.209,4.822962,0.057,,,2014,,646.74,0.94,1.2,,5696.0
Primary Transit,,0.233,15.660544,0.13,,,2014,,1252.07,,1.35,,6169.0
Primary Transit,,0.19,28.7798,0.194,,,2014,,1252.07,,1.35,,6169.0
Primary Transit,,0.145,9.360672,0.084,,,2014,,492.9,0.77,1.03,,5739.0
Primary Transit,,0.158,14.667108,0.113,,,2014,,492.9,0.77,1.03,,5739.0
Primary Transit,,0.213,30.864423,0.185,,,2014,,492.9,0.77,1.03,,5739.0
Primary Transit,,0.156,68.16101,0.314,,,2014,,492.9,0.77,1.03,,5739.0
Primary Transit,,0.21,7.693641,0.079,,,2014,,1229.44,,1.26,,6091.0
Primary Transit,,0.271,17.406669,0.136,,,2014,,1229.44,,1.26,,6091.0
Primary Transit,,0.199,5.374943,0.065,,,2014,,1140.95,,1.8,,6171.0
Primary Transit,,0.165,8.586004,0.089,,,2014,,1140.95,,1.8,,6171.0
Primary Transit,,0.118,3.88689525,,,,2016,,1140.95,,1.8,,6171.0
Primary Transit,,0.132,3.619337,0.046,,,2014,,669.02,,1.06,,5502.0
Primary Transit,,0.28,44.699576,0.248,,,2014,,669.02,,1.06,,5502.0
Primary Transit,,0.237,124.5244647,,,,2016,,669.02,,1.06,,5502.0
Primary Transit,,0.263,4.585512,0.057,,,2014,,805.3,,1.49,,5786.0
Primary Transit,,0.319,22.714613,0.165,,,2014,,805.3,,1.49,,5786.0
Primary Transit,,0.251,47.903645,0.272,,,2014,,805.3,,1.49,,5786.0
Primary Transit,0.02102,0.1472,2.785823,0.0434281,0.02,83.2,2012,-15.0,108.522,1.408,1.902,2.84,6305.0
Primary Transit,,0.072,4.159807,0.046,,,2014,,171.96,,0.67,,4632.0
Primary Transit,,0.14,9.034199,0.076,,,2014,,171.96,,0.67,,4632.0
Primary Transit,,0.087,28.122397,0.163,,,2014,,171.96,,0.67,,4632.0
Primary Transit,,0.119,45.902733,0.226,,,2014,,171.96,,0.67,,4632.0
Primary Transit,,0.153,2.795906,0.037,,,2014,,389.55,0.72,0.82,,5243.0
Primary Transit,,0.261,5.690586,0.059,,,2014,,389.55,0.72,0.82,,5243.0
Primary Transit,,0.244,10.04156,0.087,,,2014,,389.55,0.72,0.82,,5243.0
Primary Transit,,0.235,18.369917,0.13,,,2014,,389.55,0.72,0.82,,5243.0
Primary Transit,,0.282,3.936981,0.048,,,2014,,775.61,,0.87,,5433.0
Primary Transit,,0.414,10.08881,0.091,,,2014,,775.61,,0.87,,5433.0
Primary Transit,,0.329,28.081912,0.18,,,2014,,775.61,,0.87,,5433.0
Primary Transit,0.02328,0.267,7.38449,0.073,0.078,90.0,2014,,1960.49,1.12,1.72,,5829.0
Primary Transit,0.01605,0.307,9.84564,0.088,0.15,90.0,2014,,1960.49,1.12,1.72,,5829.0
Primary Transit,0.02517,0.467,14.78869,0.116,0.037,87.94,2014,,1960.49,1.12,1.72,,5829.0
Primary Transit,0.0151,0.41,19.72567,0.14,0.051,88.0,2014,,1960.49,1.12,1.72,,5829.0
Primary Transit,,0.124,3.132924,0.038,,,2014,,799.75,0.74,0.68,,5018.0
Primary Transit,,0.278,5.925003,0.058,,,2014,,799.75,0.74,0.68,,5018.0
Primary Transit,,0.205,11.349393,0.089,,,2014,,799.75,0.74,0.68,,5018.0
Primary Transit,,0.176,18.643577,0.124,,,2014,,799.75,0.74,0.68,,5018.0
Primary Transit,,0.107,6.738975,0.056,,,2014,,569.99,,0.48,,3682.0
Primary Transit,,0.164,18.794234,0.111,,,2014,,569.99,,0.48,,3682.0
Primary Transit,,0.138,3.940997,0.047,,,2014,,1008.14,0.86,0.8,,5571.0
Primary Transit,,0.203,5.349555,0.058,,,2014,,1008.14,0.86,0.8,,5571.0
Primary Transit,,0.109,8.109044,0.076,,,2014,,1008.14,0.86,0.8,,5571.0
Primary Transit,,0.277,9.488015,0.09,,,2014,,1117.5,,1.09,,5854.0
Primary Transit,,0.271,54.418694,0.29,,,2014,,1117.5,,1.09,,5854.0
Primary Transit,,0.136,2.566546,0.038,,,2014,,1724.6,,1.01,,6043.0
Primary Transit,,0.241,4.134444,0.052,,,2014,,1724.6,,1.01,,6043.0
Primary Transit,,0.36,11.094286,0.101,,,2014,,1724.6,,1.01,,6043.0
Primary Transit,,0.196,6.252972,0.062,,,2014,,845.88,,0.73,,5120.0
Primary Transit,,0.439,16.068638,0.117,,,2014,,845.88,,0.73,,5120.0
Primary Transit,,0.343,41.194912,0.22,,,2014,,845.88,,0.73,,5120.0
Primary Transit,0.0286,0.187,289.863876,0.812,0.0,89.764,2011,,194.642,0.857,0.869,7.0,5596.0
Primary Transit,,0.38,32.625555,0.191,,,2014,,756.73,,0.82,,5588.0
Primary Transit,,0.182,91.773242,0.38,,,2014,,756.73,,0.82,,5588.0
Primary Transit,,0.154,10.065275,0.074,,,2014,,319.49,0.58,0.49,,3767.0
Primary Transit,,0.172,19.271566,0.114,,,2014,,319.49,0.58,0.49,,3767.0
Primary Transit,,0.275,4.431222,0.054,,,2014,,1402.96,,0.97,,5847.0
Primary Transit,,0.342,11.379349,0.101,,,2014,,1402.96,,0.97,,5847.0
Primary Transit,,0.217,8.472382,0.077,,,2014,,877.73,,0.76,,5360.0
Primary Transit,,0.242,60.418955,0.287,,,2014,,877.73,,0.76,,5360.0
Primary Transit,,0.33,2.711506,0.04,,,2014,,1821.01,,1.11,,6224.0
Primary Transit,,0.313,7.21205,0.077,,,2014,,1821.01,,1.11,,6224.0
Primary Transit,,0.199,3.340222,0.037,,,2014,,433.24,0.59,0.55,,4255.0
Primary Transit,,0.114,7.824904,0.065,,,2014,,433.24,0.59,0.55,,4255.0
Primary Transit,,0.183,20.060548,0.122,,,2014,,433.24,0.59,0.55,,4255.0
Primary Transit,,0.198,46.183669,0.213,,,2014,,433.24,0.59,0.55,,4255.0
Primary Transit,,0.14,8.295611,0.065,,,2014,,291.17,0.56,0.51,,3750.0
Primary Transit,,0.178,23.968127,0.132,,,2014,,291.17,0.56,0.51,,3750.0
Primary Transit,,0.126,4.715106,0.05,,,2014,,670.41,0.7,0.72,,4861.0
Primary Transit,,0.186,8.103636,0.071,,,2014,,670.41,0.7,0.72,,4861.0
Primary Transit,,0.154,2.090876,0.034,,,2014,,1897.73,1.43,1.43,,5751.0
Primary Transit,,0.213,6.155557,0.069,,,2014,,1897.73,1.43,1.43,,5751.0
Primary Transit,,0.274,13.233549,0.115,,,2014,,1897.73,1.43,1.43,,5751.0
Primary Transit,0.534,0.5,23.654,,,,2013,,1897.73,1.43,1.43,,5751.0
Primary Transit,0.042,0.178,50.447,,,,2013,,1897.73,1.43,1.43,,5751.0
Primary Transit,,0.208,11.763051,0.095,,,2014,,660.07,0.74,0.76,,4914.0
Primary Transit,,0.224,56.228098,0.268,,,2014,,660.07,0.74,0.76,,4914.0
Primary Transit,0.8,0.17,7.1073,0.075,0.06,,2011,,856.34,1.11,1.55,,5828.0
Primary Transit,2.7,0.285,10.7421,0.099,0.02,,2011,,856.34,1.11,1.55,,5828.0
Primary Transit,0.055,0.196,15.274299,0.124,0.08,,2014,,856.34,1.11,1.55,,5828.0
Primary Transit,,0.122,4.144495,0.048,,,2014,,762.74,,0.74,,4985.0
Primary Transit,,0.196,7.953528,0.074,,,2014,,762.74,,0.74,,4985.0
Primary Transit,,0.208,12.718092,0.094,,,2014,,609.86,,0.67,,4699.0
Primary Transit,,0.229,36.065978,0.189,,,2014,,609.86,,0.67,,4699.0
Primary Transit,,0.233,8.20395,0.075,,,2014,,610.6,,0.85,,5020.0
Primary Transit,,0.178,14.496481,0.109,,,2014,,610.6,,0.85,,5020.0
Primary Transit,,0.219,5.715442,0.062,,,2014,,707.94,0.89,0.84,,5228.0
Primary Transit,,0.178,20.026218,0.142,,,2014,,707.94,0.89,0.84,,5228.0
Primary Transit,,0.246,4.311792,0.05,,,2014,,1067.62,,0.8,,5554.0
Primary Transit,,0.183,9.767292,0.087,,,2014,,1067.62,,0.8,,5554.0
Primary Transit,,0.206,20.050401,0.14,,,2014,,1067.62,,0.8,,5554.0
Primary Transit,,0.229,7.49019,0.071,,,2014,,882.65,0.8,0.8,,5100.0
Primary Transit,,0.194,17.460812,0.124,,,2014,,882.65,0.8,0.8,,5100.0
Primary Transit,,0.27,36.277108,0.202,,,2014,,882.65,0.8,0.8,,5100.0
Primary Transit,,0.156,3.21982106,,,,2016,,882.65,0.8,0.8,,5100.0
Primary Transit,,0.209,4.60182,0.052,,,2014,,637.44,0.86,0.83,,5206.0
Primary Transit,,0.134,11.187161,0.095,,,2014,,637.44,0.86,0.83,,5206.0
Primary Transit,,0.146,3.33616,0.042,,,2014,,676.38,0.884,0.77,,5100.0
Primary Transit,,0.365,9.439452,0.084,,,2014,,676.38,0.884,0.77,,5100.0
Primary Transit,,0.352,20.477912,0.14,,,2014,,676.38,0.884,0.77,,5100.0
Primary Transit,,0.269,6.308205,0.066,,,2014,,754.65,,0.83,,5190.0
Primary Transit,,0.363,16.239494,0.123,,,2014,,754.65,,0.83,,5190.0
Primary Transit,,0.097,3.306539,0.035,,,2014,,191.44,,0.48,,3568.0
Primary Transit,,0.135,7.113702,0.058,,,2014,,191.44,,0.48,,3568.0
Primary Transit,,0.14,15.368459,0.097,,,2014,,191.44,,0.48,,3568.0
Primary Transit,1.6,0.214,8.1453,0.08,,,2011,,1195.99,1.03,1.29,,5897.0
Primary Transit,1.6,0.25,12.3335,0.106,,,2011,,1195.99,1.03,1.29,,5897.0
Primary Transit,,0.149,4.244384,0.051,,,2014,,1195.99,1.03,1.29,,5897.0
Primary Transit,,0.248,18.998355,0.138,,,2014,,1195.99,1.03,1.29,,5897.0
Primary Transit,,0.101,4.148141,0.048,,,2014,,777.31,0.8,0.81,,5160.0
Primary Transit,,0.203,7.156804,0.069,,,2014,,777.31,0.8,0.81,,5160.0
Primary Transit,,0.194,17.648312,0.127,,,2014,,777.31,0.8,0.81,,5160.0
Primary Transit,,0.119,4.790936,0.053,,,2014,,948.98,0.91,0.89,,5526.0
Primary Transit,,0.247,16.514043,0.122,,,2014,,948.98,0.91,0.89,,5526.0
Primary Transit,,0.247,30.133001,0.182,,,2014,,948.98,0.91,0.89,,5526.0
Primary Transit,,0.247,99.640161,0.404,,,2014,,948.98,0.91,0.89,,5526.0
Primary Transit,,0.11,6.668391,0.058,,,2014,,383.59,0.52,0.55,,4208.0
Primary Transit,,0.192,10.848463,0.08,,,2014,,383.59,0.52,0.55,,4208.0
Primary Transit,,0.145,3.783986,0.046,,,2014,,858.93,,0.79,,5208.0
Primary Transit,,0.236,10.281951,0.089,,,2014,,858.93,,0.79,,5208.0
Primary Transit,,0.283,18.119869,0.13,,,2014,,858.93,,0.79,,5208.0
Primary Transit,,0.345,5.826662,0.064,,,2014,,1446.45,,0.91,,5957.0
Primary Transit,,0.192,12.412183,0.105,,,2014,,1446.45,,0.91,,5957.0
Primary Transit,,0.223,18.746477,0.139,,,2014,,1446.45,,0.91,,5957.0
Primary Transit,,0.138,5.714606,0.063,,,2014,,1084.5,0.97,0.93,,5573.0
Primary Transit,,0.267,9.946047,0.092,,,2014,,1084.5,0.97,0.93,,5573.0
Primary Transit,,0.118,1.04562266,,,,2016,,1084.5,0.97,0.93,,5573.0
Primary Transit,,0.142,1.620493,0.027,,,2014,,1057.36,1.02,1.3,,5551.0
Primary Transit,,0.192,3.38802,0.045,,,2014,,1057.36,1.02,1.3,,5551.0
Primary Transit,,0.221,5.839172,0.064,,,2014,,1057.36,1.02,1.3,,5551.0
Primary Transit,,0.21,10.681572,0.096,,,2014,,1057.36,1.02,1.3,,5551.0
Primary Transit,,0.233,2.382667,0.034,,,2014,,797.75,,1.04,,5180.0
Primary Transit,,0.483,6.581484,0.066,,,2014,,797.75,,1.04,,5180.0
Primary Transit,,0.442,24.664551,0.16,,,2014,,797.75,,1.04,,5180.0
Primary Transit,,0.362,13.19722,0.103,,,2014,,585.6,0.8,0.92,,4942.0
Primary Transit,,0.322,33.653079,0.193,,,2014,,585.6,0.8,0.92,,4942.0
Primary Transit,,0.25,8.115317,0.079,,,2014,,1031.58,,0.9,,5938.0
Primary Transit,,0.241,36.924931,0.217,,,2014,,1031.58,,0.9,,5938.0
Primary Transit,0.034013,0.24124,6.238297,0.06944,0.0029,92.827,2011,,244.96,1.19,1.477,2.75,6212.0
Primary Transit,0.075805,0.4128,12.7207,0.1116,0.0061,92.764,2011,,244.96,1.19,1.477,2.75,6212.0
Primary Transit,,0.179,8.187399,0.075,,,2014,,638.85,0.88,0.86,,5250.0
Primary Transit,,0.155,76.050178,0.332,,,2014,,638.85,0.88,0.86,,5250.0
Primary Transit,,0.194,10.381227,0.088,,,2014,,320.43,0.87,0.79,,5098.0
Primary Transit,,0.178,24.570858,0.156,,,2014,,320.43,0.87,0.79,,5098.0
Primary Transit,,0.121,13.060855,0.108,,,2014,,624.08,,0.88,,5841.0
Primary Transit,,0.146,21.853722,0.152,,,2014,,624.08,,0.88,,5841.0
Primary Transit,,0.238,16.568087,0.12,,,2014,,771.09,,0.79,,5265.0
Primary Transit,,0.22,47.332773,0.242,,,2014,,771.09,,0.79,,5265.0
Primary Transit,,0.297,40.806231,0.249,,,2014,,968.15,1.32,1.55,,6158.0
Primary Transit,,0.252,140.101261,0.566,,,2014,,968.15,1.32,1.55,,6158.0
Primary Transit,,0.166,6.846262,0.069,,,2014,,1328.21,1.03,1.1,,5835.0
Primary Transit,,0.235,17.028937,0.127,,,2014,,1328.21,1.03,1.1,,5835.0
Primary Transit,,0.222,43.130617,0.236,,,2014,,1328.21,1.03,1.1,,5835.0
Primary Transit,,0.231,67.831024,0.319,,,2014,,1328.21,1.03,1.1,,5835.0
Primary Transit,,0.221,6.61833,0.071,,,2014,,1425.27,0.99,1.03,,5885.0
Primary Transit,,0.347,107.723601,0.457,,,2014,,1425.27,0.99,1.03,,5885.0
Primary Transit,,0.177,3.353728,0.037,,,2014,,267.0,0.56,0.56,,4258.0
Primary Transit,,0.19,6.87745,0.06,,,2014,,267.0,0.56,0.56,,4258.0
Primary Transit,,0.203,28.464515,0.154,,,2014,,267.0,0.56,0.56,,4258.0
Primary Transit,,0.227,25.934138,0.18,,,2014,,873.21,,1.27,,6081.0
Primary Transit,,0.302,83.446393,0.391,,,2014,,873.21,,1.27,,6081.0
Primary Transit,,0.22,5.326718,0.061,,,2014,,2418.83,0.98,0.96,,5847.0
Primary Transit,,0.151,8.127899,0.081,,,2014,,2418.83,0.98,0.96,,5847.0
Primary Transit,0.01611,0.248,12.28,0.085,,,2011,,338.55,0.54,0.51,,3914.0
Primary Transit,0.01951,0.243,17.2559,0.107,,,2011,,338.55,0.54,0.51,,3914.0
Primary Transit,,0.095,3.543919,0.039,,,2014,,338.55,0.54,0.51,,3914.0
Primary Transit,,0.215,46.827915,0.22,,,2014,,338.55,0.54,0.51,,3914.0
Primary Transit,,0.179,11.476094,0.107,,,2014,,975.46,,1.46,,6067.0
Primary Transit,,0.158,25.262887,0.18,,,2014,,975.46,,1.46,,6067.0
Primary Transit,,0.1088,10.43547031,0.0881,0.0,89.57,2014,,404.542,1.0,0.78,4.57,5645.65
Primary Transit,,0.0839,7.41084314,0.071,0.0,89.79,2014,,404.542,1.0,0.78,4.57,5645.65
Primary Transit,,0.0598,5.24970432,0.0554,0.0,89.01,2016,,404.542,1.0,0.78,4.57,5645.65
Primary Transit,,0.128,2.971353,0.038,,,2014,,912.85,0.79,0.93,,5297.0
Primary Transit,,0.16,6.057342,0.061,,,2014,,912.85,0.79,0.93,,5297.0
Primary Transit,,0.201,10.937304,0.091,,,2014,,912.85,0.79,0.93,,5297.0
Primary Transit,,0.134,2.936532,0.037,,,2014,,728.85,,0.81,,5626.0
Primary Transit,,0.177,8.014927,0.073,,,2014,,728.85,,0.81,,5626.0
Primary Transit,,0.137,11.634788,0.101,,,2014,,1385.51,,1.01,,6023.0
Primary Transit,,0.164,33.197861,0.204,,,2014,,1385.51,,1.01,,6023.0
Primary Transit,,0.209,10.300682,0.098,,,2014,,2155.2,1.24,1.38,,6165.0
Primary Transit,,0.302,16.088134,0.132,,,2014,,2155.2,1.24,1.38,,6165.0
Primary Transit,,0.297,35.676062,0.224,,,2014,,2155.2,1.24,1.38,,6165.0
Primary Transit,,0.256,14.12841,0.119,,,2014,,1181.73,0.96,1.05,,6105.0
Primary Transit,0.052,0.259,31.884,,,,2013,,1181.73,0.96,1.05,,6105.0
Primary Transit,0.051,0.25,48.648,,,,2013,,1181.73,0.96,1.05,,6105.0
Primary Transit,0.275,0.261,17.324,,,,2013,,1004.88,1.19,1.65,,5946.0
Primary Transit,0.202,0.3,33.006,,,,2013,,1004.88,1.19,1.65,,5946.0
Primary Transit,0.176,0.363,30.160546,0.207,0.696,85.11,2014,21.1,448.65,,2.94,,4991.0
Primary Transit,0.1098,0.32,51.078775,0.294,0.616,88.58,2014,20.8,448.65,,2.94,,4991.0
Primary Transit,,0.323,12.309681,0.112,,,2014,,1069.2,1.23,1.75,,6363.0
Primary Transit,0.155,0.384,35.736,0.232,,,2013,,1069.2,1.23,1.75,,6363.0
Primary Transit,0.118,0.277,54.414,0.30728,,,2013,,1069.2,1.23,1.75,,6363.0
Primary Transit,0.132,0.357,15.3348,0.118,,,2011,,1075.1,0.65,0.59,,5400.0
Primary Transit,0.067,0.437,31.3309,0.191,,,2011,,1075.1,0.65,0.59,,5400.0
Primary Transit,0.025,0.45,,,,,2023,,1075.1,0.65,0.59,,5400.0
Primary Transit,,0.129,2.139542,0.032,,,2014,,798.21,0.91,0.89,,5744.0
Primary Transit,,0.179,4.807091,0.056,,,2014,,798.21,0.91,0.89,,5744.0
Primary Transit,,0.252,14.646008,0.117,,,2014,,1835.0,0.98,0.9,,5723.0
Primary Transit,,0.474,36.337373,0.215,,,2014,,1835.0,0.98,0.9,,5723.0
Primary Transit,,0.52967,148.2720032,0.5456,0.0,89.66,2017,,1835.0,0.98,0.9,,5723.0
Primary Transit,,0.09,9.220524,0.082,,,2014,,1390.97,1.09,0.9,,5602.0
Primary Transit,,0.107,13.638723,0.106,,,2014,,1390.97,1.09,0.9,,5602.0
Primary Transit,0.192,0.219,24.806,,,,2013,,1390.97,1.09,0.9,,5602.0
Primary Transit,0.177,0.277,44.347,,,,2013,,1390.97,1.09,0.9,,5602.0
Primary Transit,,0.19,11.008151,0.082,,,2014,,474.33,,0.57,,4351.0
Primary Transit,,0.162,92.743711,0.341,,,2014,,474.33,,0.57,,4351.0
Primary Transit,,0.2,12.699149,0.104,,,2014,,1062.79,,0.81,,5615.0
Primary Transit,,0.233,37.514456,0.213,,,2014,,1062.79,,0.81,,5615.0
Primary Transit,,0.12,2.633867,0.036,,,2014,,844.17,0.85,0.81,,5411.0
Primary Transit,,0.1,6.186676,0.064,,,2014,,844.17,0.85,0.81,,5411.0
Primary Transit,,0.111,1.796302,0.027,,,2014,,1266.68,,0.86,,5580.0
Primary Transit,,0.122,3.468095,0.042,,,2014,,1266.68,,0.86,,5580.0
Primary Transit,,0.119,5.914323,0.061,,,2014,,1266.68,,0.86,,5580.0
Primary Transit,,0.158,29.221289,0.176,,,2014,,1266.68,,0.86,,5580.0
Primary Transit,,0.208,20.342199,0.145,,,2014,,856.33,,1.03,,5806.0
Primary Transit,,0.291,44.851896,0.246,,,2014,,856.33,,1.03,,5806.0
Primary Transit,,0.149,6.097326,0.065,,,2014,,1236.21,0.89,1.09,,5918.0
Primary Transit,,0.254,19.305772,0.14,,,2014,,1236.21,0.89,1.09,,5918.0
Primary Transit,,0.238,56.633742,0.287,,,2014,,1236.21,0.89,1.09,,5918.0
Primary Transit,0.023,0.192,34.545,0.21,0.024,89.59,2014,28.0,700.0,1.08,1.0,0.65,5990.0
Primary Transit,0.42,1.034,125.8518,0.51,0.0115,89.794,2014,72.0,700.0,1.08,1.0,0.65,5990.0
Primary Transit,0.013,0.239,66.0634,0.33,0.0033,89.73,2014,45.0,700.0,1.08,1.0,0.65,5990.0
Primary Transit,1.51,0.321,5.9123,0.062,,,2011,,443.92,0.75,0.7,,4590.0
Primary Transit,1.36,0.303,8.9858,0.081,,,2011,,443.92,0.75,0.7,,4590.0
Primary Transit,,0.201,14.589347,0.11,,,2014,,708.55,,0.74,,5147.0
Primary Transit,,0.241,36.77031,0.205,,,2014,,708.55,,0.74,,5147.0
Primary Transit,,0.193,3.546511,0.047,,,2014,,1884.37,1.03,1.02,,6002.0
Primary Transit,,0.168,5.700786,0.065,,,2014,,1884.37,1.03,1.02,,6002.0
Primary Transit,,0.118,2.580827,0.035,,,2014,,1087.23,0.88,0.83,,5299.0
Primary Transit,,0.131,3.715335,0.045,,,2014,,1087.23,0.88,0.83,,5299.0
Primary Transit,,0.199,7.055679,0.068,,,2014,,1087.23,0.88,0.83,,5299.0
Primary Transit,,0.238,11.97901,0.097,,,2014,,1087.23,0.88,0.83,,5299.0
Primary Transit,,0.21,20.834237,0.141,,,2014,,1087.23,0.88,0.83,,5299.0
Primary Transit,,0.274,19.254196,0.144,,,2014,,1002.51,1.01,0.96,,5804.0
Primary Transit,,0.342,54.155743,0.286,,,2014,,1002.51,1.01,0.96,,5804.0
Primary Transit,,0.158,3.701212,0.048,,,2014,,1411.62,,0.98,,5913.0
Primary Transit,,0.242,6.6264,0.071,,,2014,,1411.62,,0.98,,5913.0
Primary Transit,,0.109,12.645164,0.099,,,2014,,1787.33,,0.9,,5603.0
Primary Transit,,0.104,21.526258,0.142,,,2014,,1787.33,,0.9,,5603.0
Primary Transit,,0.121,33.884054,0.192,,,2014,,1787.33,,0.9,,5603.0
Primary Transit,,0.144,10.864384,0.079,0.33,,2014,,172.3,0.38,0.37,4.37,3544.33
Primary Transit,,0.178,5.8416366,0.0521,0.33,,2014,,172.3,0.38,0.37,4.37,3544.33
Primary Transit,,0.186,19.850291,0.118,0.33,,2014,,172.3,0.38,0.37,4.37,3544.33
