detection_type,mass,radius,orbital_period,semi_major_axis,discovered,star_distance,star_mass,star_radius,star_teff
Primary Transit,0.4012,0.869,45.522149,0.2652,2024,79.6682,1.24,1.61,6303.91
Primary Transit,0.02281,0.1927,3.98442,0.049,2020,42.48,1.02,,
Primary Transit,0.1123,0.612,11.81399,0.105,2018,126.6,1.12,1.657,5609.0
Primary Transit,,0.1204,1.0391353,0.02085,2022,82.34,1.109,1.043,5987.0
Primary Transit,,0.28799,3.6451398,0.04813,2022,82.34,1.109,1.043,5987.0
Primary Transit,0.12406,0.3551,55.086,0.231,2020,36.9,0.76,0.86,5212.0
Primary Transit,0.02457,0.20047,9.489295,0.08,2010,21.1,0.85,0.73,5170.0
Primary Transit,0.0186,0.16317,7.610303,0.06899,2023,46.258,0.761,0.742,4930.0
Primary Transit,0.0264,0.2141,14.245648,0.10479,2023,46.258,0.761,0.742,4930.0
Primary Transit,0.0372,0.226,9.1265,0.098,2014,55.2,0.775,0.716,5089.0
Primary Transit,30.609,,17128.4,11.522,2022,40.2707,0.67,0.772,4316.0
Primary Transit,,0.26,15.5712,,2016,116.0,1.15,1.4,6199.0
Primary Transit,,0.228,31.6978,,2016,116.0,1.15,1.4,6199.0
Primary Transit,,0.353,1113.4465,,2016,116.0,1.15,1.4,6199.0
Primary Transit,,0.4916,131.0,,2016,116.0,1.15,1.4,6199.0
Primary Transit,0.038,0.3604,542.07975,1.37,2016,116.0,1.15,1.4,6199.0
Primary Transit,3.213,2.03,0.9809734,0.01782,2020,61.89,0.781,0.7242,4590.0
Primary Transit,0.0434,0.897,6.9594738,0.0753,2020,127.27,1.22,1.38,5675.0
Primary Transit,,0.731,14.334894,0.1235,2020,127.27,1.22,1.38,5675.0
Primary Transit,1.192,0.2862,7.712121,0.0787,2022,58.61,1.094,1.08,5991.0
Primary Transit,0.063,0.2444,10.28891,0.089,2021,66.08,0.898,0.836,5198.0
Primary Transit,0.3,0.955,8.83,,2024,160.0,0.7,1.15,3303.0
Primary Transit,,0.32,1.673833,0.0296,2016,190.04,1.23,1.22,6168.0
Primary Transit,,0.178,14.677286,,2016,189.33,0.8,0.73,4819.0
Primary Transit,,0.116,9.915615,,2016,189.17,0.77,0.71,4695.0
Primary Transit,,0.177,21.169861,0.131,2016,187.19,0.66,0.57,4148.21
Primary Transit,,0.175,1.974238,0.023,2016,190.21,0.43,0.49,3546.46
Primary Transit,0.094,0.301,8.267704,0.0796,2017,199.28,0.99,0.91,5464.0
Primary Transit,0.0245,0.14952,0.5713127,0.01314,2016,246.1,0.97,0.98,5617.0
Primary Transit,0.018,0.2534,13.339079,0.1091,2016,246.1,0.97,0.98,5617.0
Primary Transit,0.84,1.426,3.313959,0.0475,2017,696.95,1.3,1.81,6061.0
Primary Transit,0.187,0.476,4.733999,0.0581,2017,484.99,1.17,1.76,5599.0
Primary Transit,0.08495,0.343,19.3044,,2015,272.36,0.973,0.968,5533.0
Primary Transit,0.0525,0.228,13.86387,0.1027,2017,116.84,0.75,0.71,4950.0
Primary Transit,0.01664,0.162,5.3518,0.057,2017,201.7,0.84,1.25,5775.0
Primary Transit,1.28,1.083,5.817685,0.0642,2017,649.75,1.04,1.24,5660.0
Primary Transit,1.85,0.952,11.391013,0.0954,2017,484.8,0.89,0.84,5044.0
Primary Transit,0.84,1.115,20.273034,0.1367,2017,418.58,0.95,0.88,5657.0
Primary Transit,,0.062,4.655411,0.048,2017,49.46,0.69,0.67,4348.35
Primary Transit,,0.181,1.2916,0.0189,2017,101.95,0.54,0.51,3778.0
Primary Transit,,0.184,5.444017,0.0492,2017,101.95,0.54,0.51,3778.0
Primary Transit,,0.227,50.92092,0.245,2017,324.7,0.76,0.73,4726.29
Primary Transit,,0.226,7.727283,0.0698,2017,369.66,0.76,0.71,4740.0
Primary Transit,,0.674,39.93767,0.2257,2015,332.46,0.9,0.85,5257.0
Primary Transit,,0.179,9.562742,0.078,2017,287.156,0.69,0.67,4349.9
Primary Transit,,0.669,5.185761,0.0525,2017,170.37,0.72,0.68,4551.0
Primary Transit,,0.108,2.219282,0.0285,2017,72.0444,0.63,0.59,4009.0
Primary Transit,,0.246,30.951524,0.1649,2017,162.36,0.62,0.59,4035.0
Primary Transit,0.033,0.259,6.413651,0.049,2017,140.4,0.39,0.39,3570.0
Primary Transit,,0.194,21.750264,0.121,2017,124.6,0.49,0.4,3654.47
Primary Transit,,0.176,7.385655,0.0656,2017,103.29,0.69,0.65,4339.0
Primary Transit,,0.747,3.588163,0.0411,2017,723.97,0.72,0.66,4575.0
Primary Transit,,0.127,5.675819,0.056,2017,115.01,0.71,0.78,4469.51
Primary Transit,,0.093,8.239493,0.057,2017,27.82,0.36,0.36,3459.09
Primary Transit,,0.208,8.28212,0.0802,2015,329.36,0.93,1.12,5675.0
Primary Transit,,0.112,2.49412,0.032,2017,118.41,0.7,0.74,4356.47
Primary Transit,,0.152,0.36931,0.0095,2017,153.7,0.84,0.75,5245.0
Primary Transit,0.49,1.3,9.1751,0.0916,2017,620.41,1.08,3.85,4840.0
Primary Transit,0.0069,0.12,3.07133,0.03194,2017,75.2,0.46,0.46,3655.0
Primary Transit,0.01,0.143,4.86784,0.04341,2017,75.2,0.46,0.46,3655.0
Primary Transit,0.026,0.179,11.02454,0.07487,2017,75.2,0.46,0.46,3655.0
Primary Transit,,0.154,26.5841,0.1346,2019,75.2,0.46,0.46,3655.0
Primary Transit,,0.088,7.975292,,2017,59.2474,0.742,0.677,4500.0
Primary Transit,,0.26,17.307137,,2017,59.2474,0.742,0.677,4500.0
Primary Transit,,0.129,25.575065,,2017,59.2474,0.742,0.677,4500.0
Primary Transit,0.5,0.079,0.179715,0.0058,2017,99.15,0.46,0.44,3492.0
Primary Transit,0.0098,0.14,2.35322,0.0338,2017,183.0,0.93,0.86,5378.0
Primary Transit,0.0198,0.225,3.55987,0.04454,2017,183.0,0.93,0.86,5378.0
Primary Transit,0.0249,0.237,5.40478,0.05883,2017,183.0,0.93,0.86,5378.0
Primary Transit,0.0409,0.294,8.26144,0.07807,2017,183.0,0.93,0.86,5378.0
Primary Transit,0.005,0.251,12.75759,0.1043,2017,183.0,0.93,0.86,5378.0
Primary Transit,0.0135,0.2688,41.96797,0.231,2018,183.0,0.93,0.86,5378.0
Primary Transit,0.381,0.813,28.380619,0.1796,2017,154.6,0.96,0.88,5370.0
Primary Transit,,0.169,39.91488,0.2114,2015,345.76,0.8,0.78,5698.0
Primary Transit,0.93,1.093,6.56918,0.0687,2017,341.6,1.0,0.99,5705.0
Primary Transit,0.01598,0.135,0.2803244,,2018,61.0,0.708,0.681,4599.0
Primary Transit,0.02328,0.624,7.7485,,2018,61.0,0.708,0.681,4599.0
Primary Transit,0.01816,0.183,2.6446,0.027,2018,79.31,0.33,0.33,3385.0
Primary Transit,0.02358,0.195,4.00498,0.034,2019,79.31,0.33,0.33,3385.0
Primary Transit,,0.123,0.961917,0.0159,2018,88.0,0.58,0.55,3672.0
Primary Transit,,0.119,4.38395,0.0454,2018,124.458,0.639,0.6739,4081.0
Primary Transit,,0.154,6.9226,0.0616,2018,124.458,0.639,0.6739,4081.0
Primary Transit,,0.146,9.7579,0.0774,2018,124.458,0.639,0.6739,4081.0
Primary Transit,,0.146,11.332,0.083,2018,118.0,0.59,0.57,3745.0
Primary Transit,,0.429,8.36802,0.0627,2015,367.72,0.47,0.45,3789.0
Primary Transit,,0.178,10.59357,0.0727,2018,110.0,0.46,0.44,3499.0
Primary Transit,,0.133,3.835476,0.0373,2018,69.48,0.455,0.458,3659.0
Primary Transit,,0.204,32.6479,0.1716,2018,108.7,0.63,0.61,4044.0
Primary Transit,,0.178,7.51574,0.0614,2018,143.6,0.55,0.53,3845.0
Primary Transit,,0.178,3.67626,0.0405,2018,129.8,0.65,0.63,4097.0
Primary Transit,,0.185,7.95486,0.0677,2018,129.8,0.65,0.63,4097.0
Primary Transit,0.0148,0.161,6.342,0.0562,2018,82.0,0.65,0.58,4258.0
Primary Transit,0.0205,0.232,13.85,0.0946,2018,82.0,0.65,0.58,4258.0
Primary Transit,0.0154,0.17,40.718,0.1937,2018,82.0,0.65,0.58,4258.0
Primary Transit,,0.103,0.81314,0.0149,2018,150.4,0.66,0.66,4597.0
Primary Transit,,0.094,0.365257,,2018,300.88,0.94,0.88,5456.0
Primary Transit,,0.236,10.06049,0.0887,2018,198.2,0.92,0.95,5503.0
Primary Transit,,0.114,5.90279,0.0622,2018,198.2,0.92,0.95,5503.0
Primary Transit,,0.202,12.42205,0.1013,2018,171.9,0.9,0.83,5425.0
Primary Transit,,0.221,11.8104,0.091,2015,501.03,0.72,0.68,5131.0
Primary Transit,,0.284,3.705871,,2018,318.19,0.98,0.91,5649.0
Primary Transit,,0.546,9.283188,,2018,941.09,0.99,2.57,4972.0
Primary Transit,,0.128,9.45889,0.0795,2018,125.1,0.75,0.69,4842.0
Primary Transit,,0.22,6.673117,,2018,209.67,0.83,0.76,4937.0
Primary Transit,,0.29,17.355066,,2018,379.64,1.18,2.2,5791.0
Primary Transit,,0.114,2.354992,,2018,135.1,0.83,0.8,5185.0
Primary Transit,,0.139,4.382745,,2018,135.1,0.83,0.8,5185.0
Primary Transit,,0.236,14.101361,,2018,135.1,0.83,0.8,5185.0
Primary Transit,,0.195,8.52695,0.0858,2018,481.0,1.07,,
Primary Transit,6.0,0.109,3.80464,,2019,481.0,1.07,,
Primary Transit,,0.2088,9.9785275,,2018,81.08,1.02,1.83,5908.0
Primary Transit,,0.166,15.8523,0.0979,2018,245.56,0.88,0.83,5502.7
Primary Transit,,0.117,8.050722,0.06231,2019,245.56,0.88,0.83,5502.7
Primary Transit,,0.114,6.380803,,2018,237.35,0.99,0.92,5548.0
Primary Transit,,0.18,7.6188,0.0667,2015,338.19,0.67,0.66,4761.0
Primary Transit,,0.227,19.07863,0.1229,2015,338.19,0.67,0.66,4761.0
Primary Transit,,0.092,2.71578,,2019,338.19,0.67,0.66,4761.0
Primary Transit,,0.127,7.576544,,2018,397.26,0.96,0.98,5748.0
Primary Transit,,0.161,12.400047,,2018,397.26,0.96,0.98,5748.0
Primary Transit,,0.24,5.628466,,2018,616.41,0.89,1.72,5250.0
Primary Transit,,0.149,14.316941,,2018,251.51,0.93,0.87,5569.0
Primary Transit,,0.286,29.62682,,2018,251.51,0.93,0.87,5569.0
Primary Transit,,0.143,5.868699,,2018,228.641,0.983,1.0,5573.35
Primary Transit,0.0289,0.232,19.562307,0.126,2018,100.1,0.7,0.68,4455.0
Primary Transit,,0.182,9.525988,,2018,249.01,1.081,1.673,5929.25
Primary Transit,,0.133,5.329439,,2018,249.01,0.94,0.86,5428.0
Primary Transit,,0.189,14.155185,,2018,499.02,1.21,1.21,6063.0
Primary Transit,,0.317,8.747818,,2018,216.08,0.95,0.89,5525.0
Primary Transit,,0.224,5.172191,,2018,191.84,0.82,0.77,5015.0
Primary Transit,,0.199,17.96753,0.119,2015,125.56,0.71,0.66,4320.0
Primary Transit,0.036,0.206,8.867209,0.0753,2018,204.51,0.72,0.72,5358.0
Primary Transit,,0.253,6.894256,0.0706,2018,364.82,0.99,1.07,5608.0
Primary Transit,0.063,0.24,4.7369683,0.0526,2018,155.9,0.88,0.8,5165.0
Primary Transit,,0.232,0.469269,0.0116,2018,329.041,0.95,0.9685,5436.47
Primary Transit,,0.256,10.792635,0.0932,2018,329.041,0.95,0.9685,5436.47
Primary Transit,,0.255,22.631964,0.1527,2018,329.041,0.95,0.9685,5436.47
Primary Transit,,0.1097,2.1529,0.0318,2020,329.041,0.95,0.9685,5436.47
Primary Transit,,0.138,16.995731,0.1229,2018,75.79,0.86,0.78,5220.0
Primary Transit,,0.117,10.616646,,2018,268.357,0.96,0.94,5788.0
Primary Transit,,0.2132,52.713494,0.2696,2018,268.357,0.96,0.94,5788.0
Primary Transit,,0.283,41.474219,,2018,333.84,1.02,0.98,5784.0
Primary Transit,,0.116,0.77392,0.0164,2018,333.51,0.98,0.92,5484.0
Primary Transit,,0.161,2.872042,0.0392,2018,333.51,0.98,0.92,5484.0
Primary Transit,,0.283,7.14921,0.072,2018,333.51,0.98,0.92,5484.0
Primary Transit,,0.212,13.609878,0.1106,2018,333.51,0.98,0.92,5484.0
Primary Transit,,0.12,1.742169,0.0289,2018,452.9,1.06,1.19,5977.0
Primary Transit,,0.252,7.810253,0.0785,2018,452.9,1.06,1.19,5977.0
Primary Transit,,0.136,2.588309,0.0361,2018,243.93,0.94,0.87,5519.0
Primary Transit,,0.223,6.679195,0.068,2018,243.93,0.94,0.87,5519.0
Primary Transit,0.02807,0.211,32.939623,0.1429,2015,38.07,0.36,0.41,3457.0
Primary Transit,,0.121,10.098858,,2018,161.42,0.9,0.91,5631.0
Primary Transit,,0.098,21.574023,,2018,161.42,0.9,0.91,5631.0
Primary Transit,,0.141,2.858646,,2018,289.57,0.9,0.84,5176.0
Primary Transit,,0.136,4.162817,0.049,2018,223.99,0.9,0.81,5222.0
Primary Transit,,0.352,14.786889,0.1184,2018,416.91,1.01,0.98,5817.0
Primary Transit,,0.325,39.721386,,2018,640.65,1.11,1.28,5979.0
Primary Transit,,0.279,15.852975,0.1208,2018,317.83,0.94,0.99,5713.0
Primary Transit,,0.23,28.482786,,2018,317.83,0.94,0.99,5713.0
Primary Transit,,0.321,48.324222,,2018,594.09,1.16,1.54,6045.0
Primary Transit,,0.228,8.357881,0.0806,2018,249.59,1.0,0.93,5667.0
Primary Transit,,0.374,17.0428683,0.09083,2018,110.91,0.8,0.76,5212.9
Primary Transit,,0.127,3.3596055,0.03077,2019,110.91,0.8,0.76,5212.9
Primary Transit,,0.218,7.4500177,0.05234,2019,110.91,0.8,0.76,5212.9
Primary Transit,0.0217,0.1543,3.2253993,0.0382,2018,107.97,0.73,0.68,4648.0
Primary Transit,0.039,0.2543,7.3744897,0.0662,2018,107.97,0.73,0.68,4648.0
Primary Transit,0.1019,0.691,7.9194,0.074,2015,292.14,0.93,0.86,5430.0
Primary Transit,0.034,0.434,11.90715,0.0971,2015,292.14,0.93,0.86,5430.0
Primary Transit,0.031,0.102,2.50856,0.0344,2016,292.14,0.93,0.86,5430.0
Primary Transit,,0.122,2.849883,,2018,185.09,0.86,0.79,5233.0
Primary Transit,,0.125,1.05979,,2018,199.05,0.96,0.88,5507.0
Primary Transit,,0.293,22.779878,,2018,199.05,0.96,0.88,5507.0
Primary Transit,,0.205,3.405164,,2018,302.99,0.97,0.91,5491.0
Primary Transit,,0.122,9.695101,,2018,166.93,0.79,0.76,5000.0
Primary Transit,,0.272,7.055784,,2018,586.87,1.01,1.18,5755.0
Primary Transit,,0.178,26.672263,,2018,409.95,0.95,1.08,5890.0
Primary Transit,,0.249,18.294549,,2018,244.443,0.85,0.794,5066.0
Primary Transit,,0.232,12.48749,,2018,366.84,0.94,0.93,5522.0
Primary Transit,,0.15,4.190948,,2018,258.76,0.93,0.86,5582.0
Primary Transit,,0.077,2.080615,,2018,76.67,0.74,0.71,4720.0
Primary Transit,,0.073,0.570233,,2018,177.39,0.91,0.85,5396.0
Primary Transit,,0.123,0.669558,,2018,272.297,0.88,0.804,5187.94
Primary Transit,,0.2364,9.795635,0.0785,2018,109.32,0.67,0.65,4272.0
Primary Transit,,0.135,8.13087,,2018,394.05,1.07,1.2,5794.0
Primary Transit,,0.217,8.596802,0.0834,2018,303.28,1.05,1.27,5854.0
Primary Transit,,0.189,8.269648,,2018,408.67,1.0,0.97,5704.0
Primary Transit,0.02517,0.156,2.1748,0.028,2018,115.84,0.7,0.72,4503.0
Primary Transit,,0.319,14.074524,,2018,386.01,1.1,1.33,5967.0
Primary Transit,,0.229,8.679885,,2018,394.083,1.02,1.058,5710.0
Primary Transit,,0.12,3.901287,,2018,328.42,1.02,1.19,5753.0
Primary Transit,,0.128,6.66767,,2018,328.42,1.02,1.19,5753.0
Primary Transit,,0.23,11.137278,,2018,328.42,1.02,1.19,5753.0
Primary Transit,0.00623,0.164,9.00315,0.076,2015,83.85,0.68,0.65,4222.06
Primary Transit,0.01561,0.222,15.0,0.107,2015,83.85,0.68,0.65,4222.06
Primary Transit,,0.213,13.683256,0.1104,2018,234.92,0.96,1.02,5660.0
Primary Transit,,0.15,2.399094,,2018,321.63,1.01,0.95,5716.0
Primary Transit,0.025,0.2097,15.3885,0.1211,2018,101.59,1.0,1.09,6058.0
Primary Transit,,0.079,0.50565,0.0127,2018,201.1,1.06,0.99,5835.0
Primary Transit,,0.14,4.56327,0.0549,2018,201.1,1.06,0.99,5835.0
Primary Transit,,0.139,4.47904,0.0516,2018,277.7,0.91,0.84,5620.0
Primary Transit,,0.215,10.09489,0.0886,2018,277.7,0.91,0.84,5620.0
Primary Transit,,0.311,15.87209,0.134,2018,360.3,1.27,1.7,5742.0
Primary Transit,,0.137,3.27108,0.0413,2018,211.2,0.88,0.91,5424.0
Primary Transit,,0.149,13.621832,,2018,188.22,0.95,0.89,5673.0
Primary Transit,,0.108,2.69828,0.0338,2018,142.4,0.71,0.65,4715.0
Primary Transit,0.00815,0.102,0.58426,0.0131,2018,103.8,0.87,0.79,5315.0
Primary Transit,0.067,0.181,8.32727,0.0769,2018,103.8,0.87,0.79,5315.0
Primary Transit,0.079,0.2364,31.0,0.182,2018,103.8,0.87,0.79,5315.0
Primary Transit,1.4,0.223,0.381078,0.0088,2015,245.53,0.6,0.57,3830.0
Primary Transit,,0.175,2.86041,0.0409,2018,548.9,1.11,1.39,5945.0
Primary Transit,0.0227,0.223,13.841901,,2018,295.0,1.01,0.95,5695.0
Primary Transit,0.398,1.0,11.168454,0.10356,2018,131.21,1.19,1.16,6154.0
Primary Transit,0.0104,0.125,2.46746,0.03317,2018,67.64,0.8,0.74,4950.0
Primary Transit,,0.119,7.06142,0.06687,2018,67.64,0.8,0.74,4950.0
Primary Transit,0.0261,0.236,24.3662,0.1527,2018,67.64,0.8,0.74,4950.0
Primary Transit,0.085,0.514,19.49221,0.1493,2018,182.69,1.17,1.39,6069.0
Primary Transit,1.236,1.642,2.1805577,0.0353,2018,309.5,1.23,1.38,6099.0
Primary Transit,0.86,1.3,3.20466,0.046,2018,453.0,1.19,1.59,5630.0
Primary Transit,0.0044,0.098,5.24,0.0441,2018,49.0,0.4,0.36,3420.0
Primary Transit,0.0028,0.089,7.775,0.0576,2018,49.0,0.4,0.36,3420.0
Primary Transit,0.0041,0.098,10.115,0.0685,2018,49.0,0.4,0.36,3420.0
Primary Transit,0.0157,0.178,6.034,0.0513,2018,70.0,0.58,0.54,3810.0
Primary Transit,0.0145,0.161,20.523,0.1159,2018,70.0,0.58,0.54,3810.0
Primary Transit,,0.227,26.8199,0.1567,2018,149.6,0.71,0.75,5262.0
Primary Transit,,0.227,6.51389,0.0494,2018,109.6,0.38,0.37,3459.0
Primary Transit,,0.194,11.54182,0.1087,2018,269.2,1.29,1.39,6570.0
Primary Transit,,0.179,24.94598,0.1817,2018,269.2,1.29,1.39,6570.0
Primary Transit,,0.156,21.06884,0.1418,2018,214.0,0.86,0.92,5677.0
Primary Transit,,0.387,11.89307,0.0959,2018,463.4,0.83,1.25,5793.0
Primary Transit,,0.311,5.76918,0.0602,2018,723.1,0.87,0.94,5610.0
Primary Transit,,0.189,2.25021,0.0304,2018,260.2,0.74,0.69,4667.0
Primary Transit,,0.195,6.49424,0.0615,2018,260.2,0.74,0.69,4667.0
Primary Transit,,0.229,7.17256,0.0699,2018,410.5,0.88,0.92,5528.0
Primary Transit,,0.249,12.409,0.1151,2018,528.3,1.32,1.57,6504.0
Primary Transit,0.05978,0.50299,20.88257,0.1673,2016,170.5,1.091,1.185,5726.0
Primary Transit,0.0516,0.7075,42.34732,0.262,2016,170.5,1.091,1.185,5726.0
Primary Transit,,0.218,4.01457,0.0459,2018,417.6,0.8,0.81,5172.0
Primary Transit,,0.21,9.30075,0.0694,2018,147.7,0.52,0.49,3717.0
Primary Transit,,0.155,13.81513,0.1041,2018,229.9,0.79,0.82,5152.0
Primary Transit,,1.13,4.00167,0.0506,2018,901.8,1.08,1.1,6027.0
Primary Transit,,0.145,4.09639,0.0448,2018,229.4,0.71,0.67,4629.0
Primary Transit,,0.195,12.11839,0.0923,2018,229.4,0.71,0.67,4629.0
Primary Transit,,0.259,1.96417,0.0274,2018,192.4,0.71,0.69,4676.0
Primary Transit,,0.074,1.60588,0.0216,2018,64.1,0.52,0.5,3725.0
Primary Transit,,0.268,19.0921,0.149,2018,675.2,1.21,1.31,6351.0
Primary Transit,,0.207,15.48043,0.1271,2018,422.1,1.14,1.13,6059.0
Primary Transit,0.0771,0.306,3.484552,,2015,45.01,0.29,0.29,3180.0
Primary Transit,1.42,1.552,2.6266657,0.0404,2018,676.32,1.39,1.69,6367.0
Primary Transit,0.223,0.85,11.63344,0.102,2018,214.58,1.1,1.65,5537.0
Primary Transit,0.0466,0.215,50.818947,0.2573,2018,163.23,0.88,0.85,5368.0
Primary Transit,,0.199,5.840002,0.05023,2018,187.0,0.5,0.47,3660.0
Primary Transit,,0.238,19.660302,0.11283,2018,187.0,0.5,0.47,3660.0
Primary Transit,0.02058,0.153,2.369172,0.03376,2018,139.22,0.92,0.98,5477.0
Primary Transit,0.0355,0.294,0.658524,0.01306,2018,77.5586,0.68,0.7337,4362.0
Primary Transit,0.00091,0.063,7.814,0.0679,2018,77.5586,0.68,0.7337,4362.0
Primary Transit,0.028,0.261,14.697,0.1035,2018,77.5586,0.68,0.7337,4362.0
Primary Transit,0.04499,0.244,19.482,0.1249,2018,77.5586,0.68,0.7337,4362.0
Primary Transit,3.0,1.051,6.180235,0.07229,2018,376.0,1.324,1.624,6189.0
Primary Transit,,0.126,2.151894,0.0308,2018,331.46,0.84,0.78,5068.0
Primary Transit,,0.24,9.326841,0.0819,2018,331.46,0.84,0.78,5068.0
Primary Transit,,0.1329,4.528598,,2019,331.46,0.84,0.78,5068.0
Primary Transit,,0.1187,6.131243,,2021,331.46,0.84,0.78,5068.0
Primary Transit,,0.1989,26.27057,,2019,331.46,0.84,0.78,5068.0
Primary Transit,,0.14,4.144965,0.0531,2018,362.07,1.16,1.45,6209.0
Primary Transit,,0.238,14.5665,0.0962,2016,99.33,0.56,0.52,3785.0
Primary Transit,,0.123,1.543069,0.0247,2018,283.53,0.85,0.77,4877.0
Primary Transit,,0.263,4.400028,0.0497,2018,283.53,0.85,0.77,4877.0
Primary Transit,,0.649,8.562421,0.077,2018,571.47,0.83,0.99,5644.0
Primary Transit,,0.26,14.453533,0.1081,2018,426.57,0.81,0.81,5419.0
Primary Transit,,0.394,11.716332,0.0974,2018,310.6,0.9,0.84,5200.0
Primary Transit,,0.196,14.129714,0.1064,2018,232.82,0.81,0.74,5065.0
Primary Transit,,0.2,3.280961,0.04,2018,123.438,0.772,0.735,4783.55
Primary Transit,,0.209,8.438756,0.075,2018,123.438,0.772,0.735,4783.55
Primary Transit,,0.336,18.718269,0.1291,2018,489.88,0.82,0.85,5139.0
Primary Transit,,0.185,6.326763,0.0675,2018,113.53,1.02,0.97,5741.0
Primary Transit,,0.266,3.334966,0.0488,2018,804.13,1.4,1.61,6747.0
Primary Transit,,0.108,7.122605,0.067,2018,183.8,0.79,0.86,5558.0
Primary Transit,0.09722,0.4,6.771315,0.06702,2016,249.645,0.89,0.8925,5231.0
Primary Transit,0.1167,0.684,19.895202,0.1488,2018,396.9,1.11,1.28,5742.0
Primary Transit,,0.73,8.687721,0.0773,2018,466.11,0.82,0.76,4812.0
Primary Transit,,0.252,4.169836,0.0499,2018,496.289,0.92,0.967,5317.0
Primary Transit,,0.132,0.70531,0.0152,2019,496.289,0.92,0.967,5317.0
Primary Transit,,0.232,27.263595,0.1725,2020,496.289,0.92,0.967,5317.0
Primary Transit,,0.314,1.921036,0.0291,2018,408.24,0.89,0.82,5060.0
Primary Transit,,0.248,4.795069,0.04771,2018,107.6,0.63,0.61,4140.0
Primary Transit,0.03046,0.231,3.471745,0.03817,2018,155.65,0.83,0.79,4975.0
Primary Transit,0.04933,0.315,7.138048,0.0824,2018,155.65,0.83,0.79,4975.0
Primary Transit,0.02045,0.221,10.45582,0.1178,2018,155.65,0.83,0.79,4975.0
Primary Transit,0.03367,0.174,14.76289,0.18041,2018,155.65,0.83,0.79,4975.0
Primary Transit,0.0214,0.187,27.359,0.1768,2018,76.32,0.64,0.62,3926.0
Primary Transit,0.315,0.833,14.893291,0.1206,2018,159.05,1.06,1.07,5695.0
Primary Transit,,0.152,31.393463,0.164,2018,65.6138,0.33,0.32,3341.0
Primary Transit,0.1529,0.812,13.156969,0.107,2019,270.7,0.95,1.02,5529.0
Primary Transit,,0.207,2.260455,0.0214,2016,63.11,0.26,0.29,3214.0
Primary Transit,0.0343,0.273,9.21165,0.0923,2019,272.909,1.19,1.51,6302.0
Primary Transit,0.774,1.006,48.36685,0.305,2019,272.909,1.19,1.51,6302.0
Primary Transit,0.02042,0.142,2.225177,0.03261,2019,90.29,0.93,0.9,5520.0
Primary Transit,0.07709,0.235,16.9841,0.13,2019,114.29,1.0,1.09,5725.0
Primary Transit,,0.219,13.1225,0.1,2019,396.64,0.96,0.95,5532.0
Primary Transit,,0.148,2.50387,0.036,2019,377.04,0.99,1.2,5612.0
Primary Transit,0.335,0.897,4.024867,0.0451,2018,225.7,0.74,0.7,4444.0
Primary Transit,,0.167,28.1656,,2019,159.98,0.41,,
Primary Transit,,0.062,2.13174,,2019,254.88,0.78,,
Primary Transit,,0.093,4.1698,0.035,2019,441.94,0.8,0.63,5053.0
Primary Transit,,0.152,4.50756,,2019,369.888,0.93,0.847,5759.0
Primary Transit,,0.125,0.911724,0.01859,2021,369.888,0.93,0.847,5759.0
Primary Transit,,0.232,14.647531,0.11837,2021,369.888,0.93,0.847,5759.0
Primary Transit,0.73,1.19,3.2588321,0.04217,2016,178.475,0.935,0.817,5387.06
Primary Transit,,0.09,2.87814,,2019,161.365,0.361,0.3734,3489.0
Primary Transit,,0.145,5.29711,,2019,451.769,0.63,0.6737,4055.0
Primary Transit,,0.107,0.354884,0.00841,2021,451.769,0.63,0.6737,4055.0
Primary Transit,,0.08,2.25372,0.0203,2019,109.888,0.221,0.25,3467.0
Primary Transit,,0.0856,0.623232,0.00862,2016,109.888,0.221,0.25,3467.0
Primary Transit,,0.098,2.909219,0.024,2020,109.888,0.221,0.25,3467.0
Primary Transit,,0.086,1.58252,,2019,317.2,0.71,,
Primary Transit,,0.18682,17.515472,,2022,317.2,0.71,,
Primary Transit,,0.118,2.28943,,2019,418.395,0.83,0.8,5171.0
Primary Transit,,0.2025,5.213965,0.0553,2016,418.395,0.83,0.8,5171.0
Primary Transit,,0.194,18.0983,,2019,611.804,1.08,1.218,5915.0
Primary Transit,,0.143,34.885,,2019,285.61,0.85,0.752,5079.0
Primary Transit,,0.1,15.2841,,2019,320.07,0.99,0.98,6004.0
Primary Transit,,0.207,23.228555,0.15886,2016,320.07,0.99,0.98,6004.0
Primary Transit,0.025,0.884,3.38628,,2019,,1.09,1.24,6100.0
Primary Transit,0.033,0.0749,24.14041,0.1716,2019,108.5,1.1,1.305,4970.0
Primary Transit,0.053,0.0428,8.24872,0.0839,2019,108.5,1.1,1.305,4970.0
Primary Transit,0.019,0.5656,12.40214,0.1101,2019,108.5,1.1,1.305,4970.0
Primary Transit,0.0334,0.848,46.768131,0.2667,2019,108.5,1.1,1.305,4970.0
Primary Transit,0.579,1.039,4.098503,0.04839,2016,336.26,0.9,0.84,5425.0
Primary Transit,0.02907,0.231,13.603,0.098,2019,336.25,0.69,0.673,4581.0
Primary Transit,0.0303,0.24,65.55,0.28,2019,336.25,0.69,0.673,4581.0
Primary Transit,,1.11,3650.0,4.5,2018,560.0,0.9,2.7,4898.0
Primary Transit,0.02753,0.174,3.5951,0.047,2020,324.7,1.05,1.71,5430.0
